"id";"nombre";"descripcion";"precio";"categoria";"imagen";"url_producto";"imagen_incrustada"
"p51";"SALCHICHAS WIENERS JUMBO OSCAR MAYER 330G";"";"9.19";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20004058un_2.jpg";"https://vallearriba.elplazas.com/salchichas-wiener-jumbo-oscar-mayer-330g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20004058un_2.jpg", 1)"
"p52";"RICOTTA SAN MIGUEL EN CREMA SIN SAL 400G";"";"5.39";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20002552un_1_.jpg";"https://vallearriba.elplazas.com/plz-20002552un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20002552un_1_.jpg", 1)"
"p53";"QUESO BOCCONCINI DE BUFALA X KG";"";"25.99";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20185kg_1.jpg";"https://vallearriba.elplazas.com/plz-20185kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20185kg_1.jpg", 1)"
"p54";"QUESO DE CABRA ANANKE CON ALBAHACA 200G";"";"7.89";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20000602un.jpg";"https://vallearriba.elplazas.com/plz-20000602un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20000602un.jpg", 1)"
"p55";"SALCHICHAS TIPO WIENERS LARGAS PLUMROSE 450G";"";"10.45";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003795un_2.jpg";"https://vallearriba.elplazas.com/salchichas-wieners-largas-plumrose-450g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003795un_2.jpg", 1)"
"p56";"RICOTTA PAISA CON SAL TINA DE 250G";"";"6.29";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20002467un_1.jpg";"https://vallearriba.elplazas.com/plz-20002467un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20002467un_1.jpg", 1)"
"p57";"QUESO GOUDA BLANCO BUFALINDA X KG";"";"27.05";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20154kg.jpg";"https://vallearriba.elplazas.com/plz-20154kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20154kg.jpg", 1)"
"p58";"MORTADELA TAPARA PISTACHO PLUMROSE X KG";"";"22.32";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/1/21200kg_1.jpg";"https://vallearriba.elplazas.com/plz-21200kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/1/21200kg_1.jpg", 1)"
"p59";"SALAMI LA LEONESA TIPO JERONA X KG";"";"51.49";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/1/21185kg.jpg";"https://vallearriba.elplazas.com/plz-21185kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/1/21185kg.jpg", 1)"
"p60";"PECHUGA AHUMADA DE PAVO COCIDA SUPERIOR PLUMROSE";"";"17.99";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/1/21537kg_1_1.jpg";"https://vallearriba.elplazas.com/plz-21537kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/1/21537kg_1_1.jpg", 1)"
"p61";"SALCHICHAS POLACAS PLUMROSE DE 350G";"";"9.89";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003829un.jpg";"https://vallearriba.elplazas.com/plz-20003829un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003829un.jpg", 1)"
"p62";"PASTA DE HIGADO COLONIA TOVAR 125G";"";"2.55";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20000445un.jpg";"https://vallearriba.elplazas.com/plz-20000445un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20000445un.jpg", 1)"
"p63";"QUESO BOCCONCINI BUFALINDA 400G";"";"6.79";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003136un_2.jpg";"https://vallearriba.elplazas.com/queso-bocconcini-bufalinda-400g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003136un_2.jpg", 1)"
"p64";"QUESO MOZARELLA BUFALINDA JUNIOR DE 400G";"";"7.59";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003137un_2.jpg";"https://vallearriba.elplazas.com/queso-mozarella-bufalinda-junior-400g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20003137un_2.jpg", 1)"
"p65";"QUESO BLANCO PASTEURIZADO MONTESANO X KG";"";"16.99";"refrigerados-congelados";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20743kg.jpg";"https://vallearriba.elplazas.com/plz-20743kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/0/20743kg.jpg", 1)"
"p66";"ARROZ MARY PREMIUM 900G";"";"1.35";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001998un_2.jpg";"https://vallearriba.elplazas.com/plz-16001998un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001998un_2.jpg", 1)"
"p67";"ARROZ MARY SUPERIOR TIPO I 900G";"";"1.19";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002275un_1.jpg";"https://vallearriba.elplazas.com/plz-16002275un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002275un_1.jpg", 1)"
"p68";"ARROZ MARY ESMERALDA 100% 900G";"";"1.45";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002033un_1.jpg";"https://vallearriba.elplazas.com/plz-16002033un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002033un_1.jpg", 1)"
"p69";"LENTEJAS MARY 400G";"";"1.60";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002035un_2.jpg";"https://vallearriba.elplazas.com/plz-16002035un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002035un_2.jpg", 1)"
"p70";"CARAOTAS NEGRAS MARY 400G";"";"1.12";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002036un_2.jpg";"https://vallearriba.elplazas.com/plz-16002036un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002036un_2.jpg", 1)"
"p71";"ARROZ MARY DORADO 800G";"";"1.75";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001531un_3.jpg";"https://vallearriba.elplazas.com/arroz-dorado-mary-800g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001531un_3.jpg", 1)"
"p72";"ARROZ MONICA TIPO I 900G";"";"1.49";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002424un.jpg";"https://vallearriba.elplazas.com/plz-16002424un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002424un.jpg", 1)"
"p73";"PASTA MARY SUPERIOR VERMICELLI 1KG";"";"2.10";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002008un_2.jpg";"https://vallearriba.elplazas.com/plz-16002008un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002008un_2.jpg", 1)"
"p74";"PASTA MARY SUPERIOR PLUMA 1KG";"";"2.49";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001963un_4.jpg";"https://vallearriba.elplazas.com/pasta-premium-plumitas-mary-1kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001963un_4.jpg", 1)"
